Forward,2022_mean,Others_mean,Diff,Diff_%,2022_WR,Others_WR
FWD_01,0.5696440833142595,1.2139528916713709,-0.6443088083571114,-53.075272753790856,47.92858777752346,53.45101862780315
FWD_05,-0.96354118993135,8.56049807445443,-9.52403926438578,-111.25566738700256,34.41647597254004,62.238767650834404
FWD_25,-22.7612100456621,47.82194937423061,-70.58315941989271,-147.59573865871562,31.05022831050228,74.57427164546574
FWD_50,-25.410552245646194,81.79205457235531,-107.2026068180015,-131.06726243582423,38.313473877176904,78.59215842485632
FWD_90,,0.9642105263157876,,,,47.368421052631575
