dia,VIX,dia_fwd_25,VIX_fwd_25,VIX_change_pts,VIX_change_pct,PnL_fwd_pct_25,PnL_fwd_pts_25,tipo
2024-04-02,14.61,2025-03-28,21.65,7.039999999999999,48.18617385352498,-851.72,-61.75,DESASTRE
2024-05-17,11.99,2024-08-09,20.37,8.38,69.89157631359467,-69.75,-19.6,DESASTRE
2024-10-09,20.86,2025-01-13,19.19,-1.6699999999999982,-8.005752636625111,-54.98,-17.65,DESASTRE
2022-12-21,20.07,2023-04-04,19.0,-1.0700000000000003,-5.331340308918786,-183.03,-54.45,DESASTRE
2024-10-28,19.8,2025-03-07,23.37,3.5700000000000003,18.03030303030303,-82.95,-29.2,DESASTRE
2021-12-20,22.87,2022-04-08,21.16,-1.7100000000000009,-7.477044162658508,-102.5,-40.95,DESASTRE
2022-08-31,25.87,2022-12-19,22.42,-3.4499999999999993,-13.33591032083494,-120.09,-41.25,DESASTRE
2022-08-30,26.21,2023-01-17,19.36,-6.850000000000001,-26.135062953071355,-186.11,-70.35,DESASTRE
2022-08-24,22.82,2023-01-12,18.83,-3.990000000000002,-17.484662576687125,-128.12,-48.3,DESASTRE
2022-05-03,29.25,2022-08-24,22.82,-6.43,-21.982905982905983,-92.94,-36.85,DESASTRE
2024-11-27,14.1,2025-03-28,21.65,7.549999999999999,53.546099290780134,-66.64,-18.025,DESASTRE
2023-07-06,15.44,2023-11-14,14.16,-1.2799999999999994,-8.290155440414503,-97.22,-36.7,DESASTRE
2022-05-03,29.25,2022-08-16,19.69,-9.559999999999999,-32.68376068376068,-58.34,-23.25,DESASTRE
2024-10-22,18.2,2025-01-07,17.82,-0.379999999999999,-2.0879120879120827,-59.86,-17.6,DESASTRE
2024-11-20,17.16,2025-02-20,15.66,-1.5,-8.741258741258742,-52.97,-12.5,DESASTRE
2024-10-18,18.03,2025-05-30,18.57,0.5399999999999991,2.995008319467549,-104.65,-27.0,DESASTRE
2022-06-03,24.79,2022-08-26,25.56,0.7699999999999996,3.1060911657926566,-60.63,-20.825,DESASTRE
2022-03-15,29.83,2022-07-15,24.23,-5.599999999999998,-18.77304726785115,-35.86,-14.075,DESASTRE
2024-05-14,13.42,2024-08-13,18.12,4.700000000000001,35.022354694485855,-89.59,-19.8,DESASTRE
2021-11-05,16.48,2022-02-01,21.96,5.48,33.25242718446602,-66.98,-19.625,DESASTRE
2022-12-09,22.83,2023-03-03,18.49,-4.34,-19.01007446342532,-196.74,-69.45,DESASTRE
2022-06-01,25.69,2022-08-24,22.82,-2.870000000000001,-11.171662125340603,-79.35,-24.875,DESASTRE
2022-03-23,23.57,2022-08-15,19.95,-3.620000000000001,-15.358506576156133,-72.72,-28.325,DESASTRE
2025-01-24,14.85,2025-05-22,20.28,5.4300000000000015,36.56565656565658,-80.38,-27.45,DESASTRE
2019-02-25,14.85,2019-08-15,21.18,6.33,42.62626262626263,-159.5,-22.25,DESASTRE
2022-02-18,27.75,2022-07-21,23.11,-4.640000000000001,-16.72072072072072,-39.44,-14.85,DESASTRE
2025-01-02,17.93,2025-03-26,18.33,0.3999999999999986,2.230897936419401,-60.28,-21.25,DESASTRE
2024-05-17,11.99,2024-08-15,15.23,3.24,27.022518765638033,-40.54,-14.9,DESASTRE
2019-02-06,15.38,2019-05-31,18.71,3.33,21.651495448634588,-51.24,-12.35,DESASTRE
2025-01-03,16.13,2025-03-27,18.69,2.5600000000000023,15.871047737135788,-49.03,-17.625,DESASTRE
2022-10-26,27.28,2023-02-13,20.34,-6.940000000000001,-25.43988269794722,-351.17,-105.175,DESASTRE
2024-11-20,17.16,2025-03-18,21.7,4.539999999999999,26.45687645687645,-88.78,-34.625,DESASTRE
2022-02-08,21.44,2022-05-03,29.25,7.809999999999999,36.42723880597014,-62.04,-21.0,DESASTRE
2021-10-19,15.7,2022-02-22,28.81,13.11,83.5031847133758,-58.54,-17.65,DESASTRE
2022-08-08,21.29,2023-10-30,19.75,-1.5399999999999991,-7.233442930953496,-484.36,-98.325,DESASTRE
2025-02-20,15.66,2025-06-12,18.02,2.3599999999999994,15.070242656449548,-98.09,-28.25,DESASTRE
2022-02-02,22.09,2022-05-17,26.1,4.010000000000002,18.15301041195112,-34.05,-9.925,DESASTRE
2024-11-19,16.35,2025-02-19,15.27,-1.0800000000000018,-6.605504587155973,-24.56,-6.35,DESASTRE
2025-02-18,15.35,2025-05-14,18.62,3.2700000000000014,21.302931596091216,-73.11,-17.4,DESASTRE
2023-02-15,18.23,2023-05-16,17.99,-0.240000000000002,-1.3165112452002303,-165.03,-48.85,DESASTRE
2024-12-09,14.19,2025-03-28,21.65,7.459999999999999,52.572233967582804,-20.63,-8.2,DESASTRE
2023-08-23,15.98,2023-11-16,14.32,-1.6600000000000001,-10.387984981226534,-135.56,-37.075,DESASTRE
2024-05-16,12.42,2024-08-08,23.79,11.37,91.54589371980676,-148.45,-19.15,DESASTRE
2022-01-26,31.96,2022-06-01,25.69,-6.27,-19.61827284105131,-70.71,-27.825,DESASTRE
2022-10-12,33.57,2023-01-17,19.36,-14.21,-42.32946082812035,-45.01,-16.25,DESASTRE
2023-02-17,20.02,2023-05-26,17.95,-2.0700000000000003,-10.339660339660341,-251.82,-44.95,DESASTRE
2024-12-16,14.69,2025-05-01,24.6,9.910000000000002,67.46085772634447,-59.26,-21.125,DESASTRE
2022-12-16,22.62,2023-05-01,16.08,-6.540000000000003,-28.91246684350134,-221.85,-67.0,DESASTRE
2023-03-07,19.59,2023-06-07,13.94,-5.65,-28.841245533435426,-56.92,-18.3,DESASTRE
2024-03-27,12.78,2024-07-03,12.09,-0.6899999999999995,-5.3990610328638455,-69.72,-8.75,DESASTRE
2022-09-20,27.16,2022-12-30,21.67,-5.489999999999998,-20.213549337260673,-182.39,-51.525,DESASTRE
2022-10-20,29.98,2023-01-23,19.81,-10.170000000000002,-33.92261507671782,-257.63,-84.375,DESASTRE
2023-06-13,14.61,2023-09-14,12.82,-1.7899999999999991,-12.251882272416148,-29.33,-7.45,DESASTRE
2022-02-02,22.09,2022-06-06,25.07,2.9800000000000004,13.490267089180627,-29.49,-11.65,DESASTRE
2022-08-11,20.2,2023-04-17,16.95,-3.25,-16.08910891089109,-298.16,-105.25,DESASTRE
2022-12-19,22.42,2023-05-01,16.08,-6.340000000000003,-28.278322925958975,-199.67,-60.5,DESASTRE
2023-01-24,19.2,2023-05-25,19.14,-0.05999999999999872,-0.31249999999999334,-102.53,-38.5,DESASTRE
2023-03-06,18.61,2023-05-25,19.14,0.5300000000000011,2.847931219774321,-161.21,-47.475,DESASTRE
2025-01-07,17.82,2025-05-13,18.22,0.3999999999999986,2.24466891133557,-92.0,-33.075,DESASTRE
2022-05-03,29.25,2022-09-06,26.91,-2.34,-8.0,-65.54,-25.3,DESASTRE
2024-10-18,18.03,2025-03-04,23.51,5.48,30.393788130892958,-105.26,-34.0,DESASTRE
2023-01-11,21.09,2023-05-12,17.03,-4.059999999999999,-19.25082977714556,-177.47,-68.15,DESASTRE
2024-11-22,15.24,2025-03-26,18.33,3.089999999999998,20.27559055118109,-170.81,-41.25,DESASTRE
2023-07-17,13.48,2023-11-16,14.32,0.8399999999999999,6.231454005934717,-87.45,-23.7,DESASTRE
2023-01-10,20.58,2023-04-24,16.89,-3.6899999999999977,-17.93002915451894,-121.69,-46.0,DESASTRE
2024-11-20,17.16,2025-06-23,19.83,2.669999999999998,15.55944055944055,-177.6,-66.6,DESASTRE
2021-11-05,16.48,2022-02-18,27.75,11.27,68.38592233009709,-64.48,-20.6,DESASTRE
2024-10-15,20.64,2025-01-15,16.12,-4.52,-21.89922480620155,-109.97,-19.85,DESASTRE
2024-05-16,12.42,2025-04-28,25.15,12.729999999999999,102.49597423510465,-179.4,-33.1,DESASTRE
2023-07-17,13.48,2023-11-20,13.41,-0.07000000000000028,-0.5192878338278952,-70.72,-24.15,DESASTRE
2022-11-01,25.81,2023-01-30,19.94,-5.869999999999997,-22.743122820612157,-424.41,-108.65,DESASTRE
2022-05-05,31.2,2022-08-26,25.56,-5.640000000000001,-18.07692307692308,-95.41,-37.45,DESASTRE
2022-09-14,26.16,2022-12-12,25.0,-1.1600000000000001,-4.434250764525995,-109.16,-40.225,DESASTRE
2022-05-04,25.42,2022-09-06,26.91,1.4899999999999984,5.8615263571990495,-66.65,-26.325,DESASTRE
2024-03-28,13.01,2024-07-05,12.48,-0.5299999999999994,-4.073789392774784,-56.87,-13.25,DESASTRE
2024-05-02,14.68,2025-04-17,29.65,14.969999999999999,101.97547683923705,-80.35,-20.85,DESASTRE
2022-08-31,25.87,2023-01-18,20.34,-5.530000000000001,-21.376111325860073,-248.02,-84.575,DESASTRE
2024-06-27,12.24,2025-05-22,20.28,8.040000000000001,65.68627450980394,-84.85,-16.8,DESASTRE
2023-02-08,19.63,2023-05-19,16.81,-2.8200000000000003,-14.365766683647479,-133.33,-45.0,DESASTRE
2022-03-24,21.67,2022-08-16,19.69,-1.9800000000000004,-9.137055837563453,-82.53,-30.125,DESASTRE
2024-06-05,12.63,2024-09-09,19.45,6.8199999999999985,53.99841646872524,-50.26,-14.75,DESASTRE
2022-12-21,20.07,2023-05-03,18.34,-1.7300000000000004,-8.619830592924766,-238.97,-76.35,DESASTRE
2025-02-11,16.02,2025-06-09,17.16,1.1400000000000006,7.116104868913861,-87.0,-26.1,DESASTRE
2021-12-20,22.87,2022-04-01,19.63,-3.240000000000002,-14.167031045037174,-114.48,-43.1,DESASTRE
2022-05-09,34.75,2022-08-11,20.2,-14.55,-41.87050359712231,-40.62,-13.2,DESASTRE
2025-02-05,15.77,2025-06-04,17.61,1.8399999999999999,11.667723525681675,-71.12,-28.45,DESASTRE
2023-01-10,20.58,2023-05-12,17.03,-3.549999999999997,-17.249757045675402,-197.93,-67.0,DESASTRE
2024-02-27,13.43,2024-05-31,12.92,-0.5099999999999998,-3.7974683544303787,-33.87,-10.6,DESASTRE
2022-09-13,27.27,2022-11-30,20.58,-6.690000000000001,-24.532453245324536,-100.06,-38.625,DESASTRE
2022-02-07,22.86,2022-05-03,29.25,6.390000000000001,27.952755905511818,-61.35,-20.4,DESASTRE
2024-03-19,13.82,2024-06-04,13.16,-0.6600000000000001,-4.7756874095513755,-127.47,-35.5,DESASTRE
2022-11-28,22.21,2023-03-06,18.61,-3.6000000000000014,-16.208914903196764,-229.65,-71.65,DESASTRE
2022-11-08,25.54,2023-03-03,18.49,-7.050000000000001,-27.60375880971026,-268.59,-102.2,DESASTRE
2024-03-27,12.78,2024-07-03,12.09,-0.6899999999999995,-5.3990610328638455,-59.59,-14.45,DESASTRE
2025-01-30,15.84,2025-05-05,23.64,7.800000000000001,49.24242424242425,-25.14,-8.825,DESASTRE
2022-03-28,19.63,2022-08-03,21.95,2.3200000000000003,11.818644931227714,-27.49,-10.2,DESASTRE
2024-11-19,16.35,2025-03-18,21.7,5.349999999999998,32.721712538226285,-110.32,-31.275,DESASTRE
2025-02-18,15.35,2025-06-11,17.26,1.910000000000002,12.442996742671022,-103.36,-27.65,DESASTRE
2024-10-17,19.11,2025-01-28,16.41,-2.6999999999999993,-14.128728414442696,-46.11,-18.35,DESASTRE
2022-08-24,22.82,2022-11-17,23.93,1.1099999999999994,4.864154250657315,-58.19,-18.3,DESASTRE
2021-07-16,18.45,2021-10-01,21.15,2.6999999999999993,14.634146341463412,-39.72,-11.4,DESASTRE
2023-07-14,13.34,2023-11-16,14.32,0.9800000000000004,7.346326836581713,-90.98,-24.2,DESASTRE
2023-01-11,21.09,2023-03-31,18.7,-2.3900000000000006,-11.332385016595547,-117.73,-34.025,DESASTRE
2021-10-20,15.49,2022-02-08,21.44,5.950000000000001,38.41187863137508,-25.95,-9.25,DESASTRE
2022-09-13,27.27,2022-12-09,22.83,-4.440000000000001,-16.281628162816286,-127.36,-47.825,DESASTRE
2025-01-28,16.41,2025-05-02,22.68,6.27,38.20840950639853,-29.9,-10.525,DESASTRE
2024-12-16,14.69,2025-03-28,21.65,6.959999999999999,47.37916950306331,-31.15,-7.975,DESASTRE
2024-06-27,12.24,2024-10-04,19.21,6.970000000000001,56.94444444444445,-39.08,-9.75,DESASTRE
2019-04-16,12.18,2019-08-21,15.8,3.620000000000001,29.720853858784903,-61.25,-18.65,DESASTRE
2025-01-29,16.56,2025-05-02,22.68,6.120000000000001,36.956521739130444,-31.21,-10.875,DESASTRE
2021-12-31,17.22,2022-04-08,21.16,3.9400000000000013,22.880371660859474,-42.79,-16.775,DESASTRE
2025-01-06,16.04,2025-03-27,18.69,2.650000000000002,16.521197007481312,-30.03,-10.45,DESASTRE
2025-01-15,16.12,2025-05-22,20.28,4.16,25.806451612903224,-61.49,-24.475,DESASTRE
2023-06-27,13.74,2023-11-08,14.45,0.7099999999999991,5.167394468704506,-95.33,-26.55,DESASTRE
2023-07-14,13.34,2023-11-20,13.41,0.07000000000000028,0.5247376311844099,-74.81,-24.95,DESASTRE
2023-03-03,18.49,2023-05-25,19.14,0.6500000000000021,3.515413737155231,-138.16,-38.2,DESASTRE
2024-03-28,13.01,2025-03-27,18.69,5.6800000000000015,43.65872405841662,-471.01,-48.75,DESASTRE
2023-08-24,17.2,2024-01-16,13.84,-3.3599999999999994,-19.534883720930228,-41.83,-12.8,DESASTRE
2023-06-28,13.43,2023-11-09,15.29,1.8599999999999994,13.849590469099027,-99.48,-28.6,DESASTRE
2021-11-10,18.73,2022-03-04,31.98,13.25,70.74212493326215,-58.64,-21.55,DESASTRE
2022-12-30,21.67,2023-05-09,17.71,-3.960000000000001,-18.274111675126907,-172.74,-58.3,DESASTRE
2021-11-15,16.49,2022-03-07,36.45,19.960000000000004,121.0430563978169,-46.75,-17.6,DESASTRE
2022-09-15,26.27,2022-12-13,22.55,-3.719999999999999,-14.160639512752185,-81.0,-29.85,DESASTRE
2023-02-22,22.29,2023-06-08,13.65,-8.639999999999999,-38.761776581426645,-81.66,-28.05,DESASTRE
2025-02-19,15.27,2025-06-12,18.02,2.75,18.009168303863785,-121.98,-31.35,DESASTRE
2024-07-08,12.37,2024-10-09,20.86,8.49,68.63379143088117,-50.58,-13.05,DESASTRE
2022-09-16,26.3,2022-12-13,22.55,-3.75,-14.258555133079847,-42.66,-15.1,DESASTRE
2022-06-01,25.69,2022-09-14,26.16,0.46999999999999886,1.829505644219536,-66.84,-26.2,DESASTRE
2022-12-28,22.14,2023-04-17,16.95,-5.190000000000001,-23.44173441734418,-155.74,-38.0,DESASTRE
2023-06-28,13.43,2023-10-16,17.21,3.780000000000001,28.145941921072236,-44.59,-15.25,DESASTRE
2023-02-13,20.34,2023-05-12,17.03,-3.3099999999999987,-16.27335299901671,-158.27,-55.95,DESASTRE
2024-12-10,14.18,2025-04-29,24.17,9.990000000000002,70.45133991537378,-34.75,-13.1,DESASTRE
2023-01-31,19.4,2023-05-25,19.14,-0.259999999999998,-1.3402061855670002,-83.29,-30.4,DESASTRE
2024-05-09,12.69,2024-08-09,20.37,7.6800000000000015,60.52009456264776,-39.73,-13.15,DESASTRE
2022-02-18,27.75,2022-06-07,24.02,-3.7300000000000004,-13.441441441441443,-42.48,-16.375,DESASTRE
2023-02-15,18.23,2023-05-25,19.14,0.9100000000000001,4.9917718047175,-187.13,-53.425,DESASTRE
2023-04-05,19.08,2023-06-27,13.74,-5.339999999999998,-27.987421383647792,-36.6,-13.65,DESASTRE
2023-03-07,19.59,2023-05-26,17.95,-1.6400000000000006,-8.371618172537012,-102.5,-28.65,DESASTRE
2023-02-17,20.02,2023-06-07,13.94,-6.08,-30.369630369630368,-104.79,-38.3,DESASTRE
2022-09-01,25.56,2022-12-05,20.75,-4.809999999999999,-18.818466353677618,-75.03,-29.6,DESASTRE
2025-01-03,16.13,2025-05-15,17.83,1.6999999999999993,10.53936763794172,-58.07,-22.85,DESASTRE
2024-04-03,14.33,2024-06-24,13.33,-1.0,-6.978367062107467,-31.24,-11.7,DESASTRE
2025-01-02,17.93,2025-05-15,17.83,-0.10000000000000142,-0.5577244841048602,-62.4,-23.9,DESASTRE
2023-06-14,13.88,2023-09-26,18.94,5.0600000000000005,36.455331412103746,-50.15,-16.375,DESASTRE
2022-12-13,22.55,2023-03-24,21.74,-0.8100000000000023,-3.5920177383592113,-213.67,-65.275,DESASTRE
2023-07-13,13.61,2023-11-15,14.18,0.5700000000000003,4.188096987509186,-92.76,-25.0,DESASTRE
2023-08-24,17.2,2023-11-09,15.29,-1.9100000000000001,-11.104651162790699,-102.16,-33.05,DESASTRE
2022-01-03,16.6,2022-03-25,20.81,4.209999999999997,25.361445783132513,-62.79,-19.275,DESASTRE
2023-07-13,13.61,2023-11-17,13.8,0.19000000000000128,1.3960323291697376,-69.0,-23.425,DESASTRE
2022-05-17,26.1,2022-09-14,26.16,0.05999999999999872,0.22988505747125945,-70.57,-26.85,DESASTRE
2024-11-22,15.24,2025-03-04,23.51,8.270000000000001,54.26509186351707,-84.38,-28.225,DESASTRE
2024-05-23,12.77,2024-09-12,17.07,4.300000000000001,33.672670321065,-26.17,-7.85,DESASTRE
2025-01-16,16.6,2025-05-22,20.28,3.6799999999999997,22.168674698795176,-64.15,-25.05,DESASTRE
2023-07-19,13.76,2023-11-21,13.35,-0.41000000000000014,-2.9796511627906987,-80.39,-23.475,DESASTRE
2022-06-15,29.62,2022-09-23,29.92,0.3000000000000007,1.0128291694800835,-58.31,-22.8,DESASTRE
2022-06-06,25.07,2022-09-16,26.3,1.2300000000000004,4.906262465097728,-58.32,-22.95,DESASTRE
2024-12-12,13.92,2025-03-27,18.69,4.770000000000001,34.267241379310356,-55.75,-15.75,DESASTRE
2022-09-06,26.91,2022-11-17,23.93,-2.9800000000000004,-11.073950204384989,-49.05,-19.35,DESASTRE
2024-07-03,12.09,2025-05-27,18.96,6.870000000000001,56.823821339950385,-103.88,-21.4,DESASTRE
2025-01-30,15.84,2025-06-02,18.36,2.5199999999999996,15.909090909090907,-91.85,-33.8,DESASTRE
2023-06-28,13.43,2023-10-16,17.21,3.780000000000001,28.145941921072236,-62.24,-15.25,DESASTRE
2022-12-30,21.67,2023-04-19,16.46,-5.210000000000001,-24.042455006922015,-130.96,-48.65,DESASTRE
2023-01-24,19.2,2023-05-01,16.08,-3.120000000000001,-16.250000000000007,-63.53,-24.65,DESASTRE
2024-05-16,12.42,2024-08-15,15.23,2.8100000000000005,22.624798711755236,-65.13,-21.2,DESASTRE
2022-09-23,29.92,2022-12-19,22.42,-7.5,-25.066844919786096,-51.36,-18.9,DESASTRE
2022-09-01,25.56,2023-01-19,20.52,-5.039999999999999,-19.718309859154928,-272.16,-85.05,DESASTRE
2023-09-06,14.45,2023-11-16,14.32,-0.129999999999999,-0.8996539792387475,-117.87,-29.35,DESASTRE
2022-09-08,23.61,2022-11-28,22.21,-1.3999999999999986,-5.929690808979241,-76.98,-30.675,DESASTRE
2022-09-20,27.16,2023-01-30,19.94,-7.219999999999999,-26.583210603829155,-290.59,-106.5,DESASTRE
2021-12-30,17.33,2022-03-24,21.67,4.340000000000003,25.04327755337567,-39.75,-15.325,DESASTRE
2021-11-22,19.17,2022-03-10,30.23,11.059999999999999,57.694314032342184,-24.21,-7.275,DESASTRE
2024-03-20,13.04,2024-06-14,12.66,-0.379999999999999,-2.9141104294478453,-54.42,-15.7,DESASTRE
2023-02-03,18.33,2023-05-09,17.71,-0.6199999999999974,-3.3824331696671983,-117.16,-37.55,DESASTRE
2023-01-03,22.9,2023-04-05,19.08,-3.8200000000000003,-16.681222707423583,-107.48,-39.5,DESASTRE
2023-06-22,12.91,2023-10-12,16.69,3.780000000000001,29.27962819519753,-53.05,-20.9,DESASTRE
2022-05-17,26.1,2022-08-24,22.82,-3.280000000000001,-12.567049808429124,-63.7,-23.6,DESASTRE
2023-02-27,20.95,2023-06-12,15.01,-5.9399999999999995,-28.35322195704057,-43.04,-15.3,DESASTRE
2022-04-14,22.7,2022-08-24,22.82,0.120000000000001,0.5286343612334846,-83.21,-33.2,DESASTRE
2022-09-30,31.62,2023-01-18,20.34,-11.280000000000001,-35.673624288425046,-67.23,-24.0,DESASTRE
2024-10-18,18.03,2025-01-29,16.56,-1.4700000000000024,-8.153078202995022,-34.34,-13.6,DESASTRE
2024-06-24,13.33,2024-10-02,18.9,5.5699999999999985,41.78544636159038,-52.23,-15.8,DESASTRE
2024-03-27,12.78,2024-06-20,13.28,0.5,3.912363067292645,-21.77,-8.5,DESASTRE
2025-02-14,14.77,2025-06-11,17.26,2.490000000000002,16.858496953283698,-115.02,-29.1,DESASTRE
2025-01-29,16.56,2025-05-30,18.57,2.0100000000000016,12.137681159420302,-85.42,-31.35,DESASTRE
2022-06-03,24.79,2022-09-16,26.3,1.5100000000000016,6.0911657926583365,-60.05,-23.6,DESASTRE
2021-12-16,20.57,2022-03-17,25.67,5.100000000000001,24.79338842975207,-36.4,-13.05,DESASTRE
2024-11-13,14.02,2025-02-14,14.77,0.75,5.349500713266762,-94.73,-32.775,DESASTRE
2024-12-27,15.95,2025-05-13,18.22,2.2699999999999996,14.231974921630092,-113.43,-36.75,DESASTRE
2022-01-04,16.91,2022-04-11,24.37,7.460000000000001,44.11590774689533,-38.28,-14.05,DESASTRE
2022-01-04,16.91,2022-03-28,19.63,2.719999999999999,16.085156712004725,-70.39,-26.925,DESASTRE
2021-10-25,15.24,2022-02-22,28.81,13.569999999999999,89.04199475065616,-65.2,-19.95,DESASTRE
2022-06-16,32.95,2022-09-23,29.92,-3.030000000000001,-9.195751138088015,-46.51,-17.3,DESASTRE
2022-10-20,29.98,2023-12-18,12.56,-17.42,-58.10540360240161,-164.11,-47.1,DESASTRE
2022-05-03,29.25,2022-08-08,21.29,-7.960000000000001,-27.213675213675216,-98.25,-33.65,DESASTRE
2022-05-03,29.25,2022-08-03,21.95,-7.300000000000001,-24.95726495726496,-63.44,-25.375,DESASTRE
2023-07-06,15.44,2023-10-30,19.75,4.3100000000000005,27.91450777202073,-24.06,-8.925,DESASTRE
2023-01-11,21.09,2023-04-24,16.89,-4.199999999999999,-19.91465149359886,-188.75,-49.925,DESASTRE
2023-01-24,19.2,2023-04-24,16.89,-2.3099999999999987,-12.031249999999993,-64.95,-23.9,DESASTRE
2022-10-14,32.02,2023-02-15,18.23,-13.790000000000003,-43.06683322923173,-57.49,-18.8,DESASTRE
2022-05-09,34.75,2022-09-08,23.61,-11.14,-32.05755395683453,-106.58,-42.1,DESASTRE
2021-11-05,16.48,2022-03-02,30.74,14.259999999999998,86.52912621359222,-58.91,-21.0,DESASTRE
2021-12-31,17.22,2022-03-25,20.81,3.59,20.847851335656216,-75.23,-28.325,DESASTRE
2022-09-08,23.61,2023-01-23,19.81,-3.8000000000000007,-16.09487505294367,-291.31,-91.325,DESASTRE
2021-11-22,19.17,2023-05-25,19.14,-0.030000000000001137,-0.1564945226917117,-454.8,-80.5,DESASTRE
2019-02-14,16.22,2019-08-12,21.09,4.870000000000001,30.024660912453772,-348.6,-18.65,DESASTRE
2022-01-03,16.6,2022-04-11,24.37,7.77,46.80722891566265,-60.26,-21.875,DESASTRE
2025-02-20,15.66,2025-07-14,17.2,1.5399999999999991,9.833971902937416,-57.14,-20.0,DESASTRE
2024-05-21,11.86,2024-09-10,19.08,7.219999999999999,60.87689713322091,-96.72,-25.1,DESASTRE
2023-01-17,19.36,2023-05-19,16.81,-2.5500000000000007,-13.17148760330579,-137.43,-48.1,DESASTRE
2023-01-24,19.2,2023-05-10,16.94,-2.259999999999998,-11.770833333333323,-108.22,-30.95,DESASTRE
2021-12-03,30.67,2022-04-11,24.37,-6.300000000000001,-20.541245516791655,-152.63,-52.2,DESASTRE
2022-11-17,23.93,2023-02-17,20.02,-3.91,-16.339323025491016,-223.12,-78.425,DESASTRE
2023-01-30,19.94,2023-04-26,18.84,-1.1000000000000014,-5.516549648946848,-97.92,-28.25,DESASTRE
2022-08-26,25.56,2022-12-12,25.0,-0.5599999999999987,-2.1909233176838763,-92.44,-35.175,DESASTRE
2024-05-14,13.42,2024-08-13,18.12,4.700000000000001,35.022354694485855,-63.27,-18.6,DESASTRE
2023-01-19,20.52,2023-05-09,17.71,-2.8099999999999987,-13.693957115009741,-65.68,-22.2,DESASTRE
2021-10-22,15.43,2022-02-18,27.75,12.32,79.84445884640311,-67.96,-21.0,DESASTRE
2023-07-06,15.44,2023-10-11,16.09,0.6500000000000004,4.209844559585495,-48.97,-16.6,DESASTRE
2024-05-17,11.99,2024-09-09,19.45,7.459999999999999,62.21851542952459,-105.79,-28.3,DESASTRE
2025-02-18,15.35,2025-07-11,16.4,1.049999999999999,6.840390879478821,-55.76,-19.6,DESASTRE
2024-04-17,18.21,2025-04-08,52.33,34.12,187.3695771554091,-981.72,-65.775,DESASTRE
2021-11-30,27.19,2022-02-22,28.81,1.6199999999999974,5.958072820890024,-50.66,-17.35,DESASTRE
2025-02-19,15.27,2025-06-09,17.16,1.8900000000000006,12.377210216110024,-72.09,-27.575,DESASTRE
2024-11-27,14.1,2025-02-19,15.27,1.17,8.297872340425531,-71.58,-26.45,DESASTRE
2021-12-03,30.67,2022-03-23,23.57,-7.100000000000001,-23.149657645908057,-135.03,-47.125,DESASTRE
2022-10-20,29.98,2023-01-30,19.94,-10.04,-33.48899266177451,-250.48,-90.55,DESASTRE
2022-08-31,25.87,2022-12-13,22.55,-3.3200000000000003,-12.833397758020872,-83.61,-30.35,DESASTRE
2024-10-22,18.2,2025-02-10,15.81,-2.389999999999999,-13.131868131868126,-23.87,-8.75,DESASTRE
2024-12-09,14.19,2025-04-28,25.15,10.959999999999999,77.23749119097955,-31.88,-11.125,DESASTRE
2023-06-27,13.74,2023-10-06,17.45,3.709999999999999,27.001455604075687,-29.47,-10.625,DESASTRE
2021-12-14,21.89,2022-03-15,29.83,7.939999999999998,36.272270443124704,-44.66,-17.775,DESASTRE
2024-07-09,12.51,2024-09-27,16.96,4.450000000000001,35.57154276578738,-45.17,-17.55,DESASTRE
2022-08-30,26.21,2022-12-12,25.0,-1.2100000000000009,-4.616558565433044,-109.72,-39.225,DESASTRE
2022-11-01,25.81,2023-03-10,24.8,-1.009999999999998,-3.9132119333591557,-357.15,-109.825,DESASTRE
2022-10-12,33.57,2023-01-24,19.2,-14.370000000000001,-42.80607685433423,-96.48,-37.05,DESASTRE
2021-11-23,19.38,2022-04-04,18.57,-0.8099999999999987,-4.1795665634674855,-110.4,-38.75,DESASTRE
2022-12-30,21.67,2023-04-05,19.08,-2.5900000000000034,-11.95200738347948,-118.79,-41.4,DESASTRE
2022-09-14,26.16,2022-12-21,20.07,-6.09,-23.279816513761467,-161.09,-49.375,DESASTRE
2025-01-07,17.82,2025-05-19,18.14,0.3200000000000003,1.795735129068464,-69.15,-24.1,DESASTRE
2024-04-02,14.61,2024-08-12,20.71,6.100000000000001,41.75222450376456,-103.04,-40.65,DESASTRE
2025-01-06,16.04,2025-05-16,17.24,1.1999999999999993,7.481296758104734,-82.27,-29.7,DESASTRE
2025-02-19,15.27,2025-07-11,16.4,1.129999999999999,7.400130975769477,-60.09,-20.55,DESASTRE
2022-10-12,33.57,2023-02-27,20.95,-12.620000000000001,-37.5930890676199,-124.39,-40.8,DESASTRE
2021-11-04,15.44,2022-03-23,23.57,8.13,52.65544041450778,-66.3,-23.9,DESASTRE
2022-10-20,29.98,2023-02-17,20.02,-9.96,-33.22214809873249,-219.3,-84.65,DESASTRE
2023-01-12,18.83,2023-05-19,16.81,-2.0199999999999996,-10.727562400424853,-147.88,-45.4,DESASTRE
2023-07-06,15.44,2023-09-27,18.22,2.7799999999999994,18.005181347150256,-41.06,-14.575,DESASTRE
2021-11-23,19.38,2023-05-26,17.95,-1.4299999999999997,-7.378740970072238,-612.91,-92.55,DESASTRE
2022-11-01,25.81,2023-03-03,18.49,-7.32,-28.361100348702056,-260.69,-102.45,DESASTRE
