Tipo,N_Operaciones,VIX_Inicial_Prom,VIX_Final_Prom,VIX_Change_Pts_Prom,VIX_Change_Pts_Mediana,VIX_Change_Pct_Prom,VIX_Change_Pct_Mediana,VIX_Change_Pts_Std
DESASTRE,3224,19.978368486352355,20.274274193548386,0.29590570719602977,-0.26000000000000156,7.561178925232002,-1.3165112452002303,7.137201298058987
ÉXITO,6419,20.606089733603362,20.151247857921796,-0.4548418756815702,-1.3499999999999996,7.055135329897182,-7.847663012117702,10.771654591934514
