Variable,Alto_Rendimiento,Bajo_Rendimiento,Diferencia,Diferencia_%
BQI_ABS,52.49143130985336,3.6258580517759205,48.86557325807744,1347.6968088737897
theta_total,-0.09469728772547295,-0.15406486508285672,0.059367577357383766,38.53414425505493
PnLDV,-84.96712274527057,-113.63196363103094,28.66484088576037,25.226036732795222
RATIO_BATMAN,55.2968155594662,45.07851676198855,10.218298797477644,22.667779535492603
RATIO_UEL_EARS,1.156810338759349,1.3747892652881653,-0.21797892652881634,-15.855442869138672
delta_total,0.07880121660067459,0.089981300630591,-0.01118008402991641,-12.424897119252696
BQI_V2_ABS,57.64642656254583,59.29163055448013,-1.6452039919343022,-2.774765977168744
EarScore,151.68051732409447,149.14499827335385,2.535519050740618,1.7000362600786003
